# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Apr 25 18:51:06 2019
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_name,pl_discmethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
Kepler-51 d,Transit,130.19400000,0.00500000,-0.00200000,,0.509000,0.020000,-0.020000,0,0.008000,0.011000,-0.008000,0,0.02400,0.00300,-0.00300,0,0.865,0.045,-0.045,0,0.04600,0.00900,-0.00900,0,6018.00,107.00,-107.00,0,1.04,0.12,-0.12,0,0.94,0.50,-0.50,0,381,8,-8,0,,,,
Kepler-510 b,Transit,19.55659418,0.00003606,-0.00003606,0,,,,,,,,,,,,,0.220,0.021,-0.011,0,,,,,5746.00,66.60,-58.76,0,0.91,0.06,-0.05,0,1.41,0.06,-0.05,0,,,,,,,,
Kepler-511 b,Transit,296.63786500,0.00044720,-0.00044720,0,,,,,,,,,,,,,0.567,0.125,-0.091,0,,,,,5770.00,52.35,-56.66,0,1.00,0.06,-0.06,0,1.20,0.32,-0.19,0,,,,,,,,
Kepler-512 b,Transit,34.43587975,0.00008258,-0.00008258,0,,,,,,,,,,,,,0.240,0.044,-0.028,0,,,,,5997.00,75.84,-67.77,0,1.17,0.07,-0.05,0,1.30,0.24,-0.15,0,,,,,,,,
Kepler-513 b,Transit,28.86235584,0.00006735,-0.00006735,0,,,,,,,,,,,,,0.196,0.028,-0.018,0,,,,,5849.00,61.71,-55.43,0,1.02,0.04,-0.04,0,1.06,0.15,-0.10,0,,,,,,,,
Kepler-514 b,Transit,5.65179605,0.00001087,-0.00001087,0,,,,,,,,,,,,,0.153,0.025,-0.017,0,,,,,6106.00,72.75,-68.20,0,1.28,0.07,-0.05,0,1.44,0.23,-0.16,0,,,,,,,,
Kepler-515 b,Transit,19.96371318,0.00005659,-0.00005659,0,,,,,,,,,,,,,0.130,0.005,-0.004,0,,,,,5293.00,49.66,-61.29,0,0.90,0.03,-0.03,0,0.83,0.03,-0.03,0,,,,,,,,
Kepler-516 b,Transit,24.85462415,0.00002819,-0.00002819,0,,,,,,,,,,,,,0.512,0.128,-0.103,0,,,,,7099.00,172.50,-234.72,0,1.62,0.18,-0.17,0,2.02,0.50,-0.41,0,,,,,,,,
Kepler-517 b,Transit,60.92832271,0.00007053,-0.00007053,0,,,,,,,,,,,,,0.238,0.029,-0.020,0,,,,,5690.00,85.16,-68.99,0,0.95,0.04,-0.04,0,0.98,0.12,-0.08,0,,,,,,,,
Kepler-518 b,Transit,8.51203588,0.00000450,-0.00000450,0,,,,,,,,,,,,,0.188,0.004,-0.004,0,,,,,5842.00,57.63,-51.77,0,0.96,0.02,-0.02,0,0.88,0.02,-0.02,0,,,,,,,,
Kepler-519 b,Transit,24.30789460,0.00002446,-0.00002446,0,,,,,,,,,,,,,0.187,0.005,-0.004,0,,,,,5260.00,74.38,-70.24,0,0.89,0.02,-0.03,0,0.80,0.01,-0.01,0,,,,,,,,
Kepler-52 b,Transit,7.87735650,0.00003800,-0.00003800,0,,,,,,,,,8.70000,,,1,0.187,,,0,,,,,4263.00,100.00,-100.00,0,,,,,0.56,0.02,-0.02,0,,,,,,,,
Kepler-52 c,Transit,16.38500210,0.00014000,-0.00014000,0,,,,,,,,,10.41000,,,1,0.164,,,0,,,,,4263.00,100.00,-100.00,0,,,,,0.56,0.02,-0.02,0,,,,,,,,
Kepler-52 d,Transit,36.44517100,0.00025300,-0.00025300,0,0.182000,,,0,,,,,,,,,0.174,0.019,-0.019,0,,,,,4263.00,100.00,-100.00,0,,,,,0.56,0.02,-0.02,0,,,,,,,,
Kepler-520 b,Transit,19.67416124,0.00005245,-0.00005245,0,,,,,,,,,,,,,0.148,0.025,-0.009,0,,,,,6112.00,68.96,-60.87,0,1.10,0.04,-0.04,0,1.09,0.05,-0.05,0,,,,,,,,
Kepler-520 c,Transit,5.21104261,0.00001231,-0.00001231,0,,,,,,,,,,,,,0.095,0.006,-0.004,0,,,,,6112.00,68.96,-60.87,0,1.10,0.04,-0.04,0,1.09,0.05,-0.05,0,,,,,,,,
Kepler-521 b,Transit,22.20813214,0.00004013,-0.00004013,0,,,,,,,,,,,,,0.284,0.028,-0.021,0,,,,,6406.00,90.67,-86.67,0,1.34,0.06,-0.06,0,1.46,0.14,-0.11,0,,,,,,,,
Kepler-522 b,Transit,38.58422849,0.00004568,-0.00004568,0,,,,,,,,,,,,,0.616,0.134,-0.108,0,,,,,6392.00,72.53,-64.51,0,1.54,0.14,-0.11,0,1.98,0.43,-0.35,0,,,,,,,,
Kepler-523 b,Transit,5.83598311,0.00000466,-0.00000466,0,,,,,,,,,,,,,0.175,0.007,-0.005,0,,,,,5515.00,51.74,-48.73,0,0.93,0.03,-0.03,0,0.86,0.02,-0.03,0,,,,,,,,
Kepler-524 b,Transit,7.97419807,0.00002038,-0.00002038,0,,,,,,,,,,,,,0.170,0.012,-0.011,0,,,,,6014.00,75.23,-86.17,0,1.09,0.04,-0.04,0,1.10,0.08,-0.06,0,,,,,,,,
Kepler-524 c,Transit,1.88897906,0.00001070,-0.00001070,0,,,,,,,,,,,,,0.086,0.007,-0.006,0,,,,,6014.00,75.23,-86.17,0,1.09,0.04,-0.04,0,1.10,0.08,-0.06,0,,,,,,,,
Kepler-525 b,Transit,18.68404933,0.00005589,-0.00005589,0,,,,,,,,,,,,,0.235,0.034,-0.046,0,,,,,5573.00,77.72,-79.46,0,0.95,0.04,-0.04,0,1.15,0.16,-0.18,0,,,,,,,,
Kepler-526 b,Transit,5.45849832,0.00000907,-0.00000907,0,,,,,,,,,,,,,0.178,0.014,-0.015,0,,,,,5894.00,80.86,-84.44,0,1.15,0.04,-0.04,0,1.14,0.07,-0.06,0,,,,,,,,
Kepler-527 b,Transit,13.28535633,0.00002409,-0.00002409,0,,,,,,,,,,,,,0.253,0.120,-0.041,0,,,,,6388.00,115.33,-136.67,0,1.28,0.22,-0.12,0,1.45,0.69,-0.24,0,,,,,,,,
Kepler-528 b,Transit,19.78297415,0.00006532,-0.00006532,0,,,,,,,,,,,,,0.186,0.026,-0.017,0,,,,,5807.00,96.43,-81.11,0,1.01,0.04,-0.04,0,1.06,0.15,-0.10,0,,,,,,,,
Kepler-529 b,Transit,1.98035766,0.00000231,-0.00000231,0,,,,,,,,,,,,,0.166,0.022,-0.015,0,,,,,6087.00,70.08,-64.04,0,1.07,0.06,-0.06,0,1.14,0.15,-0.10,0,,,,,,,,
Kepler-529 c,Transit,12.83450220,0.00003659,-0.00003659,0,,,,,,,,,,,,,0.178,0.037,-0.019,0,,,,,6087.00,70.08,-64.04,0,1.07,0.06,-0.06,0,1.14,0.15,-0.10,0,,,,,,,,
Kepler-53 b,Transit,18.64895250,0.00016000,-0.00016000,0,,,,,,,,,18.41000,,,1,0.258,,,0,,,,,5858.00,,,0,0.98,,,0,0.89,,,0,,,,,,,,
Kepler-53 c,Transit,38.55830380,0.00041000,-0.00041000,0,,,,,,,,,15.74000,,,1,0.283,,,0,,,,,5858.00,,,0,0.98,,,0,0.89,,,0,,,,,,,,
Kepler-53 d,Transit,9.75196200,0.00007700,-0.00007700,0,0.091000,,,0,,,,,,,,,0.189,0.094,-0.094,0,,,,,5858.00,,,0,0.98,,,0,0.89,,,0,,,,,,,,
Kepler-530 b,Transit,39.30941904,0.00004834,-0.00004834,0,,,,,,,,,,,,,0.269,0.015,-0.009,0,,,,,5697.00,56.57,-50.16,0,0.97,0.03,-0.03,0,0.89,0.03,-0.03,0,,,,,,,,
Kepler-531 b,Transit,29.88485741,0.00003246,-0.00003246,0,,,,,,,,,,,,,0.248,0.007,-0.017,0,,,,,4893.00,47.74,-49.34,0,0.78,0.03,-0.03,0,0.75,0.02,-0.02,0,,,,,,,,
Kepler-532 b,Transit,12.92491623,0.00001230,-0.00001230,0,,,,,,,,,,,,,0.229,0.019,-0.012,0,,,,,5192.00,82.80,-82.15,0,0.87,0.03,-0.03,0,0.79,0.02,-0.02,0,,,,,,,,
Kepler-533 b,Transit,28.51120525,0.00002321,-0.00002321,0,,,,,,,,,,,,,0.302,0.007,-0.029,0,,,,,4758.00,53.50,-40.01,0,0.78,0.02,-0.03,0,0.72,0.01,-0.02,0,,,,,,,,
Kepler-534 b,Transit,15.95994513,0.00002216,-0.00002216,0,,,,,,,,,,,,,0.200,0.007,-0.006,0,,,,,5884.00,73.37,-76.49,0,1.05,0.03,-0.03,0,0.98,0.03,-0.03,0,,,,,,,,
Kepler-535 b,Transit,4.90332155,0.00000454,-0.00000454,0,,,,,,,,,,,,,0.211,0.029,-0.019,0,,,,,6123.00,74.81,-69.56,0,1.18,0.06,-0.04,0,1.27,0.18,-0.11,0,,,,,,,,
Kepler-536 b,Transit,1.82708230,0.00000044,-0.00000044,0,,,,,,,,,,,,,0.277,0.034,-0.020,0,,,,,5524.00,91.48,-143.16,0,0.92,0.05,-0.06,0,0.89,0.11,-0.06,0,,,,,,,,
Kepler-537 b,Transit,3.24755522,0.00000526,-0.00000526,0,,,,,,,,,,,,,0.126,0.005,-0.004,0,,,,,5763.00,62.32,-50.52,0,1.07,0.03,-0.03,0,0.99,0.03,-0.03,0,,,,,,,,
Kepler-538 b,Transit,81.73780699,0.00009326,-0.00009326,0,,,,,,,,,,,,,0.202,0.009,-0.008,0,,,,,5650.00,69.81,-58.60,0,0.96,0.03,-0.04,0,0.90,0.04,-0.04,0,,,,,,,,
Kepler-539 b,Transit,125.63243000,0.00071000,-0.00071000,0,0.498800,0.006700,-0.006700,0,0.390000,,,1,0.97000,0.29000,-0.29000,0,0.747,0.017,-0.017,0,2.90000,0.88000,-0.88000,0,5820.00,80.00,-80.00,0,1.05,0.04,-0.04,0,0.95,0.02,-0.02,0,388,6,-6,0,,,,
Kepler-539 c,Transit Timing Variations,1000.00000000,,,-1,2.420000,0.500000,-0.510000,0,0.500000,0.100000,-0.100000,0,2.40000,1.20000,-1.20000,0,,,,,,,,,5820.00,80.00,-80.00,0,1.05,0.04,-0.04,0,0.95,0.02,-0.02,0,253,27,-27,0,,,,
Kepler-54 b,Transit,8.01094340,0.00006900,-0.00006900,0,,,,,,,,,0.92000,,,1,0.187,,,0,,,,,4252.00,100.00,-100.00,0,,,,,0.55,0.02,-0.02,0,,,,,,,,
Kepler-54 c,Transit,12.07172490,0.00029000,-0.00029000,0,,,,,,,,,0.37000,,,1,0.110,,,0,,,,,4252.00,100.00,-100.00,0,,,,,0.55,0.02,-0.02,0,,,,,,,,
Kepler-54 d,Transit,20.99569400,0.00014300,-0.00014300,0,0.126000,,,0,,,,,,,,,0.136,0.007,-0.007,0,,,,,4252.00,100.00,-100.00,0,,,,,0.55,0.02,-0.02,0,,,,,,,,
Kepler-540 b,Transit,172.70497840,0.00053560,-0.00053560,0,,,,,,,,,,,,,0.242,0.034,-0.023,0,,,,,5946.00,77.07,-63.84,0,1.02,0.06,-0.05,0,1.08,0.15,-0.10,0,,,,,,,,
Kepler-541 b,Transit,5.08005848,0.00001338,-0.00001338,0,,,,,,,,,,,,,0.300,0.052,-0.050,0,,,,,6166.00,102.75,-99.75,0,1.41,0.12,-0.16,0,2.06,0.32,-0.33,0,,,,,,,,
Kepler-542 b,Transit,13.14497566,0.00003491,-0.00003491,0,,,,,,,,,,,,,0.140,0.009,-0.010,0,,,,,5526.00,76.12,-59.55,0,0.93,0.04,-0.04,0,0.90,0.06,-0.04,0,,,,,,,,
Kepler-543 b,Transit,13.89961966,0.00001102,-0.00001102,0,,,,,,,,,,,,,0.223,0.011,-0.023,0,,,,,4671.00,85.64,-76.72,0,0.70,0.05,-0.04,0,0.67,0.03,-0.03,0,,,,,,,,
Kepler-544 b,Transit,21.41616926,0.00008095,-0.00008095,0,,,,,,,,,,,,,0.189,0.017,-0.012,0,,,,,6206.00,68.10,-58.72,0,1.16,0.04,-0.04,0,1.22,0.11,-0.08,0,,,,,,,,
Kepler-545 b,Transit,13.24934059,0.00002104,-0.00002104,0,,,,,,,,,,,,,0.240,0.027,-0.019,0,,,,,5882.00,77.41,-64.41,0,1.04,0.04,-0.04,0,1.07,0.12,-0.08,0,,,,,,,,
Kepler-546 b,Transit,4.14702026,0.00000088,-0.00000088,0,,,,,,,,,,,,,0.624,0.172,-0.069,0,,,,,5967.00,92.74,-130.13,0,1.11,0.11,-0.07,0,1.15,0.32,-0.13,0,,,,,,,,
Kepler-547 b,Transit,6.01038429,0.00000157,-0.00000157,0,,,,,,,,,,,,,0.357,0.012,-0.028,0,,,,,4828.00,40.10,-46.81,0,0.78,0.03,-0.04,0,0.73,0.02,-0.04,0,,,,,,,,
Kepler-548 b,Transit,4.45419434,0.00000038,-0.00000038,0,,,,,,,,,,,,,1.070,0.195,-0.098,0,,,,,5535.00,265.27,-230.38,0,0.93,0.09,-0.07,0,0.90,0.16,-0.08,0,,,,,,,,
Kepler-549 b,Transit,42.94956490,0.00015430,-0.00015430,0,,,,,,,,,,,,,0.229,0.021,-0.015,0,,,,,5360.00,66.88,-72.90,0,0.88,0.04,-0.05,0,0.84,0.07,-0.05,0,,,,,,,,
Kepler-549 c,Transit,117.04049800,0.00177700,-0.00177700,0,,,,,,,,,,,,,0.261,0.022,-0.053,0,,,,,5360.00,66.88,-72.90,0,0.88,0.04,-0.05,0,0.84,0.07,-0.05,0,,,,,,,,
Kepler-55 b,Transit,27.94814490,0.00024000,-0.00024000,0,,,,,,,,,1.49000,,,1,0.217,,,0,,,,,4503.00,100.00,-100.00,0,,,,,0.62,0.03,-0.03,0,,,,,,,,
Kepler-55 c,Transit,42.15164180,0.00053000,-0.00053000,0,,,,,,,,,1.11000,,,1,0.197,,,0,,,,,4503.00,100.00,-100.00,0,,,,,0.62,0.03,-0.03,0,,,,,,,,
Kepler-55 d,Transit,2.21109900,0.00000400,-0.00000400,0,0.029000,,,0,,,,,,,,,0.142,0.008,-0.008,0,,,,,4503.00,100.00,-100.00,0,,,,,0.62,0.03,-0.03,0,,,,,,,,
Kepler-55 e,Transit,4.61753400,0.00002100,-0.00002100,0,0.048000,,,0,,,,,,,,,0.138,0.021,-0.021,0,,,,,4503.00,100.00,-100.00,0,,,,,0.62,0.03,-0.03,0,,,,,,,,
Kepler-55 f,Transit,10.19854500,0.00004500,-0.00004500,0,0.081000,,,0,,,,,,,,,0.142,0.009,-0.009,0,,,,,4503.00,100.00,-100.00,0,,,,,0.62,0.03,-0.03,0,,,,,,,,
Kepler-550 b,Transit,8.60010411,0.00000425,-0.00000425,0,,,,,,,,,,,,,0.394,0.030,-0.024,0,,,,,5322.00,98.03,-122.84,0,0.87,0.04,-0.05,0,0.83,0.06,-0.05,0,,,,,,,,
Kepler-551 b,Transit,12.37646610,0.00001298,-0.00001298,0,,,,,,,,,,,,,0.244,0.022,-0.013,0,,,,,4286.00,37.81,-34.92,0,0.65,0.03,-0.03,0,0.63,0.02,-0.02,0,,,,,,,,
Kepler-552 b,Transit,5.26341577,0.00000290,-0.00000290,0,,,,,,,,,,,,,0.352,0.073,-0.051,0,,,,,5863.00,103.85,-100.72,0,1.03,0.06,-0.06,0,1.04,0.22,-0.10,0,,,,,,,,
Kepler-553 b,Transit,4.03046804,0.00000164,-0.00000164,0,,,,,,,,,,,,,0.413,0.012,-0.016,0,,,,,5266.00,88.28,-74.44,0,0.92,0.03,-0.03,0,0.85,0.02,-0.02,0,,,,,,,,
Kepler-553 c,Transit,328.23995460,0.00036460,-0.00036460,0,,,,,,,,,,,,,0.999,0.029,-0.028,0,,,,,5266.00,88.28,-74.44,0,0.92,0.03,-0.03,0,0.85,0.02,-0.02,0,,,,,,,,
Kepler-554 b,Transit,1.90220856,0.00000041,-0.00000041,0,,,,,,,,,,,,,0.383,0.024,-0.019,0,,,,,5447.00,76.54,-66.56,0,0.93,0.04,-0.03,0,0.92,0.06,-0.04,0,,,,,,,,
Kepler-555 b,Transit,16.21775407,0.00002890,-0.00002890,0,,,,,,,,,,,,,0.252,0.050,-0.026,0,,,,,5894.00,117.98,-162.81,0,1.03,0.07,-0.07,0,1.04,0.21,-0.10,0,,,,,,,,
Kepler-556 b,Transit,11.72292176,0.00002381,-0.00002381,0,,,,,,,,,,,,,0.200,0.018,-0.011,0,,,,,5740.00,57.53,-49.06,0,1.00,0.03,-0.04,0,0.98,0.08,-0.05,0,,,,,,,,
Kepler-557 b,Transit,3.70598955,0.00000487,-0.00000487,0,,,,,,,,,,,,,0.238,0.071,-0.034,0,,,,,6068.00,151.79,-199.33,0,1.11,0.12,-0.09,0,1.16,0.35,-0.16,0,,,,,,,,
Kepler-558 b,Transit,29.00790538,0.00008906,-0.00008906,0,,,,,,,,,,,,,0.211,0.015,-0.012,0,,,,,5242.00,93.27,-66.35,0,0.85,0.04,-0.05,0,0.81,0.05,-0.05,0,,,,,,,,
Kepler-559 b,Transit,17.58752333,0.00002056,-0.00002056,0,,,,,,,,,,,,,0.322,0.057,-0.032,0,,,,,5630.00,200.63,-197.22,0,0.96,0.07,-0.06,0,0.95,0.17,-0.09,0,,,,,,,,
Kepler-56 b,Transit,10.50160000,0.00110000,-0.00100000,0,0.102800,0.003700,-0.003700,0,,,,,0.07000,0.01200,-0.01100,0,0.581,0.026,-0.025,0,0.44200,0.08000,-0.07200,0,4840.00,97.00,-97.00,0,1.32,0.13,-0.13,0,4.23,0.15,-0.15,0,,,,,,,,
Kepler-56 c,Transit,21.40239000,0.00059000,-0.00062000,0,0.165200,0.005900,-0.005900,0,,,,,0.57000,0.06600,-0.06000,0,0.874,0.041,-0.041,0,1.06000,0.14000,-0.13000,0,4840.00,97.00,-97.00,0,1.32,0.13,-0.13,0,4.23,0.15,-0.15,0,,,,,,,,
Kepler-56 d,Radial Velocity,1002.00000000,5.00000000,-5.00000000,0,2.160000,0.080000,-0.080000,0,0.200000,0.010000,-0.010000,0,5.61000,0.38000,-0.38000,0,,,,,,,,,4840.00,97.00,-97.00,0,1.32,0.13,-0.13,0,4.23,0.15,-0.15,0,,,,,,,,
Kepler-560 b,Transit,18.47764449,0.00001517,-0.00001517,0,,,,,,,,,,,,,0.153,0.008,-0.008,0,,,,,3556.00,30.41,-23.60,0,0.34,0.02,-0.02,0,0.33,0.02,-0.02,0,,,,,,,,
Kepler-561 b,Transit,58.36204950,0.00003229,-0.00003229,0,,,,,,,,,,,,,0.621,0.108,-0.054,0,,,,,5646.00,175.40,-189.65,0,0.96,0.07,-0.06,0,0.94,0.16,-0.08,0,,,,,,,,
Kepler-561 c,Transit,5.35016198,0.00000443,-0.00000443,0,,,,,,,,,,,,,0.239,0.038,-0.022,0,,,,,5646.00,175.40,-189.65,0,0.96,0.07,-0.06,0,0.94,0.16,-0.08,0,,,,,,,,
Kepler-562 b,Transit,18.00931444,0.00000990,-0.00000990,0,,,,,,,,,,,,,0.465,0.057,-0.036,0,,,,,5575.00,83.81,-85.33,0,0.93,0.05,-0.05,0,0.90,0.11,-0.06,0,,,,,,,,
Kepler-563 b,Transit,22.18432708,0.00002500,-0.00002500,0,,,,,,,,,,,,,0.276,0.015,-0.018,0,,,,,5066.00,80.00,-61.96,0,0.80,0.04,-0.05,0,0.77,0.04,-0.05,0,,,,,,,,
Kepler-564 b,Transit,3.75083228,0.00000122,-0.00000122,0,,,,,,,,,,,,,0.413,0.059,-0.032,0,,,,,5626.00,144.83,-126.35,0,0.95,0.06,-0.06,0,0.92,0.13,-0.07,0,,,,,,,,
Kepler-565 b,Transit,4.24374723,0.00000293,-0.00000293,0,,,,,,,,,,,,,0.325,0.045,-0.024,0,,,,,5735.00,80.65,-75.30,0,0.98,0.04,-0.06,0,0.95,0.13,-0.07,0,,,,,,,,
Kepler-566 b,Transit,18.42794624,0.00004230,-0.00004230,0,,,,,,,,,,,,,0.192,0.012,-0.012,0,,,,,5132.00,59.73,-80.24,0,0.83,0.04,-0.05,0,0.79,0.04,-0.04,0,,,,,,,,
Kepler-567 b,Transit,16.54297375,0.00004149,-0.00004149,0,,,,,,,,,,,,,0.201,0.013,-0.011,0,,,,,5148.00,106.09,-92.59,0,0.84,0.04,-0.04,0,0.79,0.04,-0.04,0,,,,,,,,
Kepler-568 b,Transit,11.02347475,0.00000766,-0.00000766,0,,,,,,,,,,,,,0.202,0.007,-0.007,0,,,,,3768.00,40.66,-39.79,0,0.55,0.02,-0.02,0,0.53,0.02,-0.02,0,,,,,,,,
Kepler-569 b,Transit,34.18890521,0.00006016,-0.00006016,0,,,,,,,,,,,,,0.282,0.020,-0.015,0,,,,,5616.00,66.28,-55.02,0,0.95,0.03,-0.04,0,0.93,0.07,-0.05,0,,,,,,,,
Kepler-57 b,Transit,5.72931960,0.00001800,-0.00001800,0,,,,,,,,,18.86000,,,1,0.195,,,0,,,,,5145.00,,,0,0.83,,,0,0.73,,,0,,,,,,,,
Kepler-57 c,Transit,11.60925670,0.00008600,-0.00008600,0,,,,,,,,,6.95000,,,1,0.138,,,0,,,,,5145.00,,,0,0.83,,,0,0.73,,,0,,,,,,,,
Kepler-570 b,Transit,4.30166200,0.00000310,-0.00000310,0,,,,,,,,,,,,,0.219,0.030,-0.013,0,,,,,5496.00,71.37,-88.25,0,0.93,0.04,-0.04,0,0.90,0.12,-0.06,0,,,,,,,,
Kepler-571 b,Transit,4.79859939,0.00000540,-0.00000540,0,,,,,,,,,,,,,0.236,0.029,-0.015,0,,,,,5527.00,75.23,-79.46,0,0.93,0.04,-0.04,0,0.90,0.11,-0.05,0,,,,,,,,
Kepler-572 b,Transit,17.20523483,0.00002222,-0.00002222,0,,,,,,,,,,,,,0.230,0.016,-0.015,0,,,,,5212.00,89.47,-77.65,0,0.83,0.04,-0.05,0,0.79,0.05,-0.05,0,,,,,,,,
Kepler-573 b,Transit,22.18329658,0.00004593,-0.00004593,0,,,,,,,,,,,,,0.249,0.032,-0.021,0,,,,,5746.00,59.48,-51.43,0,0.99,0.03,-0.04,0,1.02,0.13,-0.08,0,,,,,,,,
Kepler-574 b,Transit,7.65880414,0.00001346,-0.00001346,0,,,,,,,,,,,,,0.213,0.029,-0.014,0,,,,,5612.00,116.01,-108.40,0,0.95,0.05,-0.05,0,0.91,0.12,-0.06,0,,,,,,,,
Kepler-575 b,Transit,9.37891944,0.00002371,-0.00002371,0,,,,,,,,,,,,,0.213,0.046,-0.019,0,,,,,5710.00,114.70,-145.72,0,0.97,0.06,-0.06,0,0.95,0.12,-0.08,0,,,,,,,,
Kepler-576 b,Transit,29.91136794,0.00009909,-0.00009909,0,,,,,,,,,,,,,0.292,0.075,-0.035,0,,,,,5672.00,95.54,-141.61,0,0.99,0.05,-0.06,0,0.97,0.24,-0.08,0,,,,,,,,
Kepler-577 b,Transit,25.69578251,0.00006320,-0.00006320,0,,,,,,,,,,,,,0.227,0.034,-0.013,0,,,,,4984.00,52.11,-41.61,0,0.78,0.04,-0.04,0,0.73,0.03,-0.04,0,,,,,,,,
Kepler-578 b,Transit,1.61688370,0.00000123,-0.00000123,0,,,,,,,,,,,,,0.178,0.016,-0.020,0,,,,,5334.00,117.14,-106.87,0,0.87,0.04,-0.05,0,0.83,0.07,-0.05,0,,,,,,,,
Kepler-579 b,Transit,9.66857723,0.00001920,-0.00001920,0,,,,,,,,,,,,,0.178,0.031,-0.016,0,,,,,5636.00,135.41,-185.60,0,0.99,0.06,-0.06,0,0.96,0.16,-0.08,0,,,,,,,,
Kepler-58 b,Transit,10.21849540,0.00015000,-0.00015000,0,,,,,,,,,1.39000,,,1,0.248,,,0,,,,,6099.00,200.00,-200.00,0,,,,,1.13,0.53,-0.53,0,,,,,,,,
Kepler-58 c,Transit,15.57415680,0.00027000,-0.00027000,0,,,,,,,,,2.19000,,,1,0.255,,,0,,,,,6099.00,200.00,-200.00,0,,,,,1.13,0.53,-0.53,0,,,,,,,,
Kepler-58 d,Transit,40.10137100,0.00061200,-0.00061200,0,0.236000,,,0,,,,,,,,,0.262,0.125,-0.125,0,,,,,6099.00,200.00,-200.00,0,,,,,1.13,0.53,-0.53,0,,,,,,,,
